,FIPST,YEAR,V33,TOTALREV,TFEDREV,TSTREV,TLOCREV,TOTALEXP,PPR,PPE
111,16,1999,244623.0,1965258540.3221767,135321388.80634347,1213561308.5797186,616375842.9361148,1971016212.9146025,8033.82568410238,8057.362606601188
112,16,2000,245226.0,1973137026.033198,149409095.22357726,1207955529.827236,615772400.9823849,1994019288.1605694,8046.198307003328,8131.35347867098
113,16,2001,245009.0,2075306860.1397781,162511247.25621235,1276489916.9004142,636305695.9831514,2029272400.3553278,8470.329090522298,8282.44023833952
114,16,2002,246415.0,2119236651.0794532,182212263.6576326,1291137194.3293953,645887193.0924252,2174042921.280982,8600.274541239183,8822.689046044201
115,16,2003,248515.0,2135059108.6024911,205821144.75651184,1258787583.5424685,670450380.3035107,2186925327.9207244,8591.268569714066,8799.973152207007
116,16,2004,252037.0,2138409124.4286594,218952113.77393448,1243089254.5707226,676367756.0840024,2152118914.9783816,8484.504752987297,8538.900697034092
117,16,2005,256004.0,2155729877.8557706,229968154.9861318,1233130362.792831,692631360.076808,2184339612.116492,8420.68826212001,8532.443290403633
118,16,2006,261907.0,2190764196.4015536,234159280.9391922,1229086617.7380013,727518297.7243601,2222364929.240213,8364.664542763476,8485.32085526623
119,16,2007,267533.0,2290191762.850823,230610667.85659304,1528784668.8710177,530796426.12321234,2233928350.618883,8560.408483629395,8350.10391472784
120,16,2008,272058.0,2367344499.3903923,225475601.4522203,1559208124.359912,582660773.57826,2204447390.3925867,8701.616932383507,8102.858178743455
121,16,2009,275075.0,2417758929.1998577,242307421.24513096,1626730766.1149356,548720741.8397913,2303034593.885126,8789.453527946407,8372.387871980825
122,16,2010,276202.0,2387240803.6794276,488159101.06434476,1360329276.5089753,538752406.8760151,2301136994.840241,8643.097456497157,8331.355293735169
123,16,2011,275957.0,2230003229.9921036,310024400.51413345,1420686155.7201707,499292634.40329605,2090297850.372799,8080.9808411894,7574.72305602974
124,16,2012,279742.0,2074273971.9563487,276540359.9304787,1311664289.7166553,486069297.9576549,2004670111.402915,7414.953678590804,7166.13919755673
125,16,2013,284722.0,2083853986.0,244366986.0,1336551986.0,502934986.0,2036150986.0,7318.907516805867,7151.365142138648
126,18,1990,912295.0,8494171835.432744,403597143.96645194,4334665240.978378,3755909450.4879136,7938915306.566108,9310.77319883672,8702.136158332674
127,18,1992,951868.0,8401187826.873736,426750591.72110695,4280304583.2432585,3694132651.909371,8604532049.940609,8826.000902303404,9039.62739575299
128,18,1995,966622.0,9959750778.185495,446950446.0078748,5099930202.90386,4412870129.27376,9749694983.886578,10303.666560646761,10086.357421915265
129,18,1996,975455.0,9539079418.271173,455539890.4340666,4898644123.708958,4184895404.1281486,9867867485.90745,9779.107614673328,10116.168850339021
130,18,1997,981546.0,11443668045.05503,442826477.32582283,5490813209.00218,5510028358.727027,10630862857.808119,11658.819907630443,10830.733208436608
131,18,1998,985690.0,10942348028.354887,491501455.2860282,5388087615.38776,5062758957.681099,10931421041.846018,11101.206290370083,11090.120668613881
132,18,1999,986891.0,11421874258.11196,528191290.3521936,5725887218.93041,5167795748.829355,11463200278.298061,11573.592481957947,11615.467440981893
133,18,2000,987214.0,11486710617.307014,576670243.394309,5817985460.162602,5092064383.550238,11524039235.55217,11635.481888736398,11673.293972281765
134,18,2001,987854.0,12004943782.584244,585283621.5361446,6038839640.78031,5380820520.267791,11830128612.267038,12152.54863834559,11975.58405621381
135,18,2002,994348.0,12010751764.718554,677768802.6569376,5758984023.187398,5573998938.874218,12113190716.32615,12079.022399319507,12182.043626905419
