,FIPST,YEAR,V33,TOTALREV,TFEDREV,TSTREV,TLOCREV,TOTALEXP,PPR,PPE
130,17,2001,2025249.0,24268005504.56749,1828465324.1363895,8022807764.980234,14416732415.450867,25339103318.31702,11982.726817575267,12511.598977862484
131,17,2002,2047836.0,24639065472.385914,1845613258.2719479,8226078213.3402815,14567374000.773684,26565668146.67593,12031.757168242924,12972.556467742499
132,17,2003,2062664.0,24855244091.873154,2049883878.206115,8103017514.978481,14702342698.688559,26945786922.240086,12050.069275399752,13063.585209340972
133,17,2004,2079027.0,26004310392.958614,2161960956.0531187,8412283574.459541,15430065862.445951,26743335443.869667,12507.923366535697,12863.390155043522
134,17,2005,2072110.0,25780921735.47471,2189894796.0913157,7899651735.193085,15691375204.19031,26286961181.68124,12441.869271165484,12686.083838059387
135,17,2006,2097262.0,26264091767.479633,2181208632.1565866,7473135348.166672,16609747787.156376,26145576885.651684,12523.038021706223,12466.528686283202
136,17,2007,2100785.0,27121742081.721493,2093519807.243171,7932672609.359154,17095549665.11917,26561647155.273335,12910.289287919275,12643.677080364405
137,17,2008,2099093.0,27521384982.45685,2160550692.1618032,8169571552.372049,17191262737.922997,27807409246.294937,13111.084159899941,13247.345042022882
138,17,2009,2117012.0,29305334799.81891,3633998893.8038654,7787973651.361225,17883362254.653816,30096460690.2772,13842.78161853542,14216.480912851319
139,17,2010,2104098.0,30186025697.235638,4070556508.4224744,8675266329.087397,17440202673.83487,30513234272.8926,14346.302167121321,14501.81230764565
140,17,2011,2090024.0,30564992809.674374,2998734353.0342445,9636621133.77126,17929637150.951828,29547398240.79649,14624.230539780583,14137.348777237243
141,17,2012,2082789.0,30338006116.40617,2466014328.0494127,9617979177.874846,18254012299.999523,29594169457.50442,14566.04875309317,14208.913844611443
142,17,2013,2052060.0,30068667853.0,2311325853.0,9705995853.0,18051345853.0,29670207853.0,14652.91845901192,14458.742850111596
143,19,1990,478816.0,3771267769.124306,132804704.19669622,1866228272.7629313,1772234792.1646788,3796910134.881051,7876.235900897853,7929.789595337355
144,19,1992,491624.0,4422720249.465494,208625395.287445,1952763650.3296113,2261331203.848438,4644345197.876825,8996.14390157009,9446.945628929478
145,19,1995,498837.0,4703940870.57585,215631170.97779718,2111600154.6018808,2376709544.9961715,4740326815.279448,9429.815491986057,9502.757043441941
146,19,1996,502343.0,4838912947.295718,219631670.8266922,2207672716.2947617,2411608560.1742644,4877742593.369462,9632.687122734304,9709.984200774095
147,19,1997,502941.0,4943956433.532343,222280387.6025335,2389554802.9955354,2332121242.9342747,5058256097.193956,9830.092264365687,10057.354833258687
148,19,1998,501054.0,5130088687.65656,240230784.48443323,2451943745.3708906,2437914157.8012366,5216665691.2785635,10238.594418279388,10411.384184695788
149,19,1999,498214.0,5231146929.486217,260202887.9108509,2483756746.2104154,2487187295.36495,5299029287.990893,10499.799141505891,10636.050548541176
150,19,2000,497301.0,5171122352.506776,293644973.9159892,2542178669.0040655,2335298709.5867214,5377240669.427507,10398.375133986814,10812.849098287572
151,19,2001,495080.0,5352193375.070596,315090681.5112011,2557224108.372553,2479878585.1868415,5540834671.077278,10810.76467453865,11191.796620904255
152,19,2002,485932.0,5428067757.815612,354673678.77924484,2527631301.7373176,2545762777.29905,5722083880.208478,11170.42663956194,11775.482742870356
153,19,2003,482210.0,5540066212.663646,385844046.96715736,2500687018.518686,2653535147.1778026,5721392197.123442,11488.907763554564,11864.93892105813
154,19,2004,481226.0,5421923694.502779,435696551.66769606,2409234221.355775,2576992921.4793077,5480079303.875849,11266.89683122437,11387.745682643597
155,19,2005,478295.0,5532668600.650735,434120271.4102836,2447675849.8442492,2650872479.3962016,5486652543.744398,11567.481576539029,11471.273050616039
156,19,2006,483458.0,5660662408.27787,459103896.3457483,2494055425.0237684,2707503086.908354,5697761432.890329,11708.695291582455,11785.432101424178
157,19,2007,483100.0,5836258568.237966,438837088.21639234,2560799259.831462,2836622220.1901116,5841245953.402763,12080.849861804938,12091.173573592969
158,19,2008,485094.0,5947648796.607872,424127366.4282424,2667244318.0254135,2856277112.154217,5946402333.793924,12260.817071759026,12258.247543350204
159,19,2009,487539.0,6224494213.008711,468159724.53469557,2763896255.348727,2992438233.125288,6224349793.668069,12767.17188370307,12766.87566259944
160,19,2010,491233.0,6137467868.397811,778136087.8667853,2369456180.3355985,2989875595.9220734,6347478643.500556,12494.005631539028,12921.523276124684
161,19,2011,495751.0,6315848873.355243,617956830.5918286,2628211783.601346,3069680244.66304,6273205162.144433,12739.961943304686,12653.943536461718
162,19,2012,495836.0,6360736994.286199,519749529.4361221,2720307658.9397707,3120679771.412263,6348579478.037402,12828.308138751925,12803.78891011827
163,19,2013,499463.0,6281344992.0,459131992.0,3118412992.0,2703799992.0,6318240992.0,12576.196819384018,12650.068157200834
164,22,1990,779548.0,5461866696.951336,552122105.3511065,3025039623.222144,1884704968.3780854,5527003155.593469,7006.453351110305,7090.010051457343
165,22,1992,759465.0,5547219779.831333,610660233.8341844,3069310708.222472,1867248837.7746758,5583088917.154649,7304.115107123216,7351.3445875118005
166,22,1995,797061.0,5796733044.720003,686962233.1838564,3056558471.986765,2053212339.5493815,5710829132.918625,7272.634145592374,7164.858314380738
167,22,1996,796087.0,5762116596.007333,695623069.3098502,2937852447.75263,2128641078.944852,5666679195.555734,7238.04885145384,7118.165722535015
168,22,1997,808798.0,5959156360.229986,693730762.0600145,3030163803.3200083,2235261794.8499637,5844697054.085765,7367.916785439611,7226.398994663396
169,22,1998,774561.0,6350211206.983281,711814712.8316547,3238776808.033842,2399619686.117785,6259218248.834414,8198.464945928445,8080.988132418768
170,22,1999,764642.0,6491677252.886586,745338199.1270196,3307299718.562709,2439039335.196858,6576495587.853318,8489.825634593164,8600.751185330282
171,22,2000,750755.0,6473732593.174121,752497375.3387536,3194980694.1734424,2526254523.6619244,6503178260.281166,8622.963008137302,8662.184414730727
172,22,2001,737223.0,6555034734.546782,759976436.7587539,3191015604.50866,2604042693.279368,6499152663.116529,8891.522286400155,8815.72151590025
173,22,2002,725027.0,6772414357.391706,864725037.3847579,3284531044.1672454,2623158275.839703,6861814187.859624,9340.913314113415,9464.218833036044
174,22,2003,723252.0,6937514917.637598,935937242.5050961,3341899425.9229894,2659678249.2095127,6984371425.218572,9592.113008519296,9656.898875106563
175,22,2004,721414.0,7047039543.4218645,969363345.5373687,3380479641.414453,2697196556.4700427,7040555883.029647,9768.370926294561,9759.383492737383
176,22,2005,717625.0,7127471619.752505,1007543610.1557497,3325168273.0403233,2794759736.556432,7087495051.028375,9932.028036582484,9876.32126950479
177,22,2006,648313.0,7835664372.692322,1475586432.063577,3252176026.8157573,3107901913.8129873,6970722292.699762,12086.23669846559,10752.093961866818
178,22,2007,674577.0,8044573623.159192,1407158310.1765232,3341985116.6950474,3295430196.2876215,7646777130.865246,11925.360074771586,11335.662394159963
179,22,2008,678408.0,8577774057.953343,1439241488.5122867,3734727190.2787933,3403805379.1622634,8398820084.234197,12643.975392320466,12380.190216262481
180,22,2009,682158.0,8906574197.23443,1396318937.9279563,3979147001.7623215,3531108257.5441527,8980536445.117857,13056.468145553421,13164.892070631522
181,22,2010,690915.0,8932786191.56849,1719843331.1805,3700241617.8666873,3512701206.1977925,8959177357.256046,12928.92206938406,12967.119482506598
182,22,2011,696552.0,8647774059.12165,1626369359.0101397,3526014338.0433598,3495390320.642359,8835877192.585514,12415.116257108804,12685.165203151399
183,22,2012,701923.0,9033007165.175753,1634198670.4657097,3838320244.892224,3560488225.4662595,9056419160.662712,12868.943125066073,12902.297204483557
184,22,2013,710879.0,8561683977.0,1304359977.0,3575231977.0,3682091977.0,8252441977.0,12043.799264009767,11608.785710367025
